ID,Command,Log File,Result,All Detected Rules
113,/usr/bin/dd count=10 if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024 bs=2M,DD_File_Overwrite_attack113.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
114,/usr/bin/dd if=/dev/zero of=/tmp/$(echo 636f6e666964656e7469616c2e646174 | xxd -r -p),DD_File_Overwrite_attack114.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
115,/usr/bin/dd if=$(echo /dev/zero) of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack115.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
116,/usr/bin/dd if=$(echo -n /dev/zero) of=$(echo -n /tmp/confidential.dat count=1 bs=1024),DD_File_Overwrite_attack116.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
117,"/usr/bin/dd if=$(cat <<< ""/dev/zero"") of=$(cat <<< ""/tmp/confidential.dat count=1 bs=1024"")",DD_File_Overwrite_attack117.log,Bypass Target Rule,Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
118,"/usr/bin/dd if=$(echo ""/dev""/zero) of=$(echo ""/tmp""/confidential.dat count=1 bs=1024)",DD_File_Overwrite_attack118.log,Trigger: DD File Overwrite,DD File Overwrite | Syslog Clearing or Removal Via System Utilities
119,"/usr/bin/dd if=$(echo -e ""/dev/zero"") of=$(echo -e ""/tmp/confidential.dat count=1 bs=1024"")",DD_File_Overwrite_attack119.log,Bypass Target Rule,Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
120,"/usr/bin/dd if=/dev/zero of=$(perl -e 'print ""/tmp/confidential.dat count=1 bs=1024""')",DD_File_Overwrite_attack120.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
121,"/usr/bin/dd if=$(python3 -c 'print(""/dev/zero"")') of=$(python3 -c 'print(""/tmp/confidential.dat count=1 bs=1024"")')",DD_File_Overwrite_attack121.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
122,"/usr/bin/dd if=$(printf ""/dev/%s"" ""zero"") of=$(printf ""/tmp/%s"" ""confidential.dat count=1 bs=1024"")",DD_File_Overwrite_attack122.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
123,"/usr/bin/dd if=/dev/$(echo ""zero"") of=/tmp/$(echo ""confidential.dat count=1 bs=1024"")",DD_File_Overwrite_attack123.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
124,"/usr/bin/dd if=/dev/zero of=/tmp/$(echo ""confidential.dat count=1 bs=1024"")",DD_File_Overwrite_attack124.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
125,"/usr/bin/dd $(echo ""if=/dev/zero"") $(echo ""of=/tmp/confidential.dat count=1 bs=1024"")",DD_File_Overwrite_attack125.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
126,"/usr/bin/dd if=/dev/zero of=/tmp/$(tr -d '\n' <<< ""confidential.dat count=1 bs=1024"")",DD_File_Overwrite_attack126.log,Bypass Target Rule,Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
127,"/usr/bin/dd if=$(cat /proc/self/fd/0 <<< ""/dev/zero"") of=$(cat /proc/self/fd/0 <<< ""/tmp/confidential.dat count=1 bs=1024"")",DD_File_Overwrite_attack127.log,Bypass Target Rule,Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
128,/usr/bin/dd if=$(/bin/echo /dev/zero) of=$(/bin/echo /tmp/confidential.dat count=1 bs=1024),DD_File_Overwrite_attack128.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
129,"/usr/bin/dd if=""/dev""/zero of=""/tmp""/confidential.dat count=1 bs=1024",DD_File_Overwrite_attack129.log,Trigger: DD File Overwrite,DD File Overwrite | Syslog Clearing or Removal Via System Utilities
130,"/usr/bin/dd if=/dev/$(echo -n ""zero"") of=/tmp/$(echo -n ""confidential.dat count=1 bs=1024"")",DD_File_Overwrite_attack130.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
131,/usr/bin/dd if=$'\057dev\057zero' of=$'\057tmp\057confidential\056dat',DD_File_Overwrite_attack131.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
132,/usr/bin/dd of=/tmp/confidential.dat count=1 bs=1024 if=/dev/zero,DD_File_Overwrite_attack132.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
133,/usr/bin/dd if=/dev/zero of=/tmp/$(echo 636f6e66 | xxd -r -p)$(echo 6964656e7469616c2e646174 | xxd -r -p),DD_File_Overwrite_attack133.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
134,/usr/bin/dd if=/dev/$(echo -n 'z' ; echo 'ero') of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack134.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
135,/usr/bin/dd if=/d$(echo ev)/zero of=/t$(echo mp)/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack135.log,Trigger: DD File Overwrite,DD File Overwrite | Syslog Clearing or Removal Via System Utilities
136,"/usr/bin/dd if=/dev/zero of=$(cat <<<""/tmp/confidential.dat count=1 bs=1024"")",DD_File_Overwrite_attack136.log,Bypass Target Rule,Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
137,"/usr/bin/dd $(echo -n ""if"")=/dev/zero $(echo -n ""of"")=/tmp/confidential.dat count=1 bs=1024",DD_File_Overwrite_attack137.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
138,"/usr/bin/dd $(eval echo ""if=/dev/zero"") $(eval echo ""of=/tmp/confidential.dat count=1 bs=1024"")",DD_File_Overwrite_attack138.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
139,/usr/bin/dd $(basename if)=/dev/zero $(basename of)=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack139.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
140,"/usr/bin/dd if=""/d""""ev/ze""""ro"" of=""/tm""""p/co""""nfidential.dat""",DD_File_Overwrite_attack140.log,Trigger: DD File Overwrite,DD File Overwrite | Syslog Clearing or Removal Via System Utilities
141,/usr/bin/dd if=$(echo '/dev/zero') of=$(echo '/tmp/confidential.dat count=1 bs=1024'),DD_File_Overwrite_attack141.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
142,"/usr/bin/dd if=""/dev/zero"" of=/tmp/$(echo c$(echo onfidential).dat)",DD_File_Overwrite_attack142.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
143,/usr/bin/dd i\f=/dev/zero o\f=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack143.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
144,"/usr/bin/dd if=""/dev""/$(echo zero) of=""/tmp""/$(echo confidential.dat count=1 bs=1024)",DD_File_Overwrite_attack144.log,Trigger: DD File Overwrite,DD File Overwrite | Syslog Clearing or Removal Via System Utilities
145,"/usr/bin/dd $(echo -n ""if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024"")",DD_File_Overwrite_attack145.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
146,/usr/bin/dd i$(echo f)=/dev/zero o$(echo f)=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack146.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
147,/usr/bin/dd if=/dev/zero o$(echo f)=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack147.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
148,/usr/bin/dd i$(echo f)=/dev/zero of=$(echo /tmp/confidential.dat count=1 bs=1024),DD_File_Overwrite_attack148.log,Trigger: DD File Overwrite,Execution Of Script Located In Potentially Suspicious Directory | DD File Overwrite | Syslog Clearing or Removal Via System Utilities
149,cp /usr/bin/dd /tmp/wiper; /tmp/wiper if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack149.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
150,cp /bin/dd /tmp/cleaner; /tmp/cleaner if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack150.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
151,cp /bin/dd /tmp/a.out; /tmp/a.out if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack151.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
152,cp /usr/bin/dd /dev/shm/dd1; /dev/shm/dd1 if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack152.log,Bypass Target Rule,Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
153,cp /bin/dd /dev/shm/.wipe; /dev/shm/.wipe if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack153.log,Bypass Target Rule,Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
154,cp /usr/bin/dd /var/tmp/dd2; /var/tmp/dd2 if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack154.log,Bypass Target Rule,Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
155,cp /usr/bin/dd /tmp/confuse; /tmp/confuse if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack155.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
156,cp /bin/dd /tmp/randomizer; /tmp/randomizer if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack156.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
157,cp /usr/bin/dd /tmp/datawriter; /tmp/datawriter if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack157.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
158,cp /bin/dd /tmp/zxcvbn; /tmp/zxcvbn if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack158.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
159,cp /usr/bin/dd /tmp/logrotator; /tmp/logrotator if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack159.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
160,cp /usr/bin/dd /tmp/initctl; /tmp/initctl if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack160.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
161,cp /usr/bin/dd /tmp/syswipe; /tmp/syswipe if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack161.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
162,cp /bin/dd /tmp/filezeroer; /tmp/filezeroer if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack162.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
163,cp /usr/bin/dd /tmp/tmpwriter; /tmp/tmpwriter if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack163.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
164,cp /bin/dd /tmp/destroyer; /tmp/destroyer if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack164.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
165,cp /usr/bin/dd /tmp/filler; /tmp/filler if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack165.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
166,cp /usr/bin/dd /tmp/nullifier; /tmp/nullifier if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack166.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
167,cp /bin/dd /tmp/noisegen; /tmp/noisegen if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack167.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
168,cp /usr/bin/dd /tmp/override; /tmp/override if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack168.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
169,cp /usr/bin/dd /tmp/wipeit; /tmp/wipeit if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack169.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
170,cp /bin/dd /tmp/nuke; /tmp/nuke if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack170.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
171,cp /usr/bin/dd /tmp/binclean; /tmp/binclean if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack171.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
172,cp /usr/bin/dd /tmp/clearzone; /tmp/clearzone if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack172.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
173,cp /bin/dd /tmp/burnit; /tmp/burnit if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack173.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
174,cp /usr/bin/dd /tmp/truncate; /tmp/truncate if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack174.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
175,cp /bin/dd /tmp/remover; /tmp/remover if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack175.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
176,cp /usr/bin/dd /tmp/bypassdd; /tmp/bypassdd if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack176.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
177,cp /usr/bin/dd /tmp/zeroing; /tmp/zeroing if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack177.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
178,cp /bin/dd /tmp/dd_rebrand; /tmp/dd_rebrand if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack178.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
179,cp /usr/bin/dd /tmp/notdd; /tmp/notdd if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack179.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
180,cp /bin/dd /tmp/cleanse; /tmp/cleanse if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack180.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
181,cp /usr/bin/dd /tmp/masker; /tmp/masker if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack181.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
182,cp /bin/dd /tmp/mimic; /tmp/mimic if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack182.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
183,cp /usr/bin/dd /tmp/ghost; /tmp/ghost if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack183.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
184,cp /bin/dd /tmp/erase_tool; /tmp/erase_tool if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack184.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
185,cp /usr/bin/dd /tmp/fakebin; /tmp/fakebin if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack185.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
186,cp /usr/bin/dd /tmp/dd_clone; /tmp/dd_clone if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack186.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
187,cp /bin/dd /tmp/writeme; /tmp/writeme if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack187.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
188,cp /usr/bin/dd /tmp/altdd; /tmp/altdd if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack188.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
189,cp /usr/bin/dd /tmp/sysclear; /tmp/sysclear if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack189.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
190,cp /usr/bin/dd /tmp/bitdrop; /tmp/bitdrop if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack190.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
191,cp /bin/dd /tmp/bufferflush; /tmp/bufferflush if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack191.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
192,cp /usr/bin/dd /tmp/nullpad; /tmp/nullpad if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack192.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
193,cp /usr/bin/dd /tmp/overwriter; /tmp/overwriter if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack193.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
194,cp /bin/dd /tmp/hider; /tmp/hider if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack194.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
195,cp /usr/bin/dd /tmp/padzero; /tmp/padzero if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack195.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
196,cp /usr/bin/dd /tmp/zapfile; /tmp/zapfile if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack196.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
197,cp /bin/dd /tmp/blinddd; /tmp/blinddd if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack197.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
198,cp /usr/bin/dd /tmp/dd_masked; /tmp/dd_masked if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack198.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
199,cp /usr/bin/dd /tmp/flushit; /tmp/flushit if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack199.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
200,cp /bin/dd /tmp/zero_bin; /tmp/zero_bin if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack200.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
201,cp /usr/bin/dd /tmp/fwrite; /tmp/fwrite if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack201.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
202,cp /usr/bin/dd /tmp/nulldump; /tmp/nulldump if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack202.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
203,cp /bin/dd /tmp/tmpcleaner; /tmp/tmpcleaner if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack203.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
204,cp /usr/bin/dd /tmp/ddengine; /tmp/ddengine if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack204.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
205,cp /usr/bin/dd /tmp/writex; /tmp/writex if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack205.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
206,cp /usr/bin/dd /tmp/datadrop; /tmp/datadrop if=/dev/zero of=/tmp/confidential.dat count=1 bs=1024,DD_File_Overwrite_attack206.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Execution Of Script Located In Potentially Suspicious Directory | Syslog Clearing or Removal Via System Utilities
,,,,
,,,,
=== SUMMARY REPORT ===,,,,
Calculation Base (Source: Detection Results),,,,
Total Meaningful Logs (Denominator),206,,,
Triggered Target (Detections),106,,,
Bypass Logs (Numerator),100,,,
BYPASS RATE (Bypass/Meaningful),100 / 206 (48.54%),,,
