ID,Command,Log File,Result,All Detected Rules
102,"bash -c ""bash <<< \$(echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)')""",Linux_Shell_Pipe_to_Shell_attack102.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | System Information Discovery
103,"bash -c ""perl -MMIME::Base64 -ne 'print decode_base64(\$_)' < <(echo 'dW5hbWUgLWE=') | bash""",Linux_Shell_Pipe_to_Shell_attack103.log,Trigger: Linux Shell Pipe to Shell,Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Base64 Encoded Pipe to Shell
104,"bash -c ""bash <(echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)')""",Linux_Shell_Pipe_to_Shell_attack104.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | System Information Discovery
105,"bash -c ""bash <<< \$(perl -MMIME::Base64 -ne 'print decode_base64(\$_)' <<< 'dW5hbWUgLWE=')""",Linux_Shell_Pipe_to_Shell_attack105.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | System Information Discovery
106,"bash -c ""perl -MMIME::Base64 -ne 'print decode_base64(\$_)' <<< dW5hbWUgLWE= | bash""",Linux_Shell_Pipe_to_Shell_attack106.log,Trigger: Linux Shell Pipe to Shell,Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Base64 Encoded Pipe to Shell
107,"bash -c ""bash < <(perl -MMIME::Base64 -ne 'print decode_base64(\$_)' <<< 'dW5hbWUgLWE=')""",Linux_Shell_Pipe_to_Shell_attack107.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | System Information Discovery
108,"bash -c ""echo 'dW5hbWUgLWE=' | bash < <(perl -MMIME::Base64 -ne 'print decode_base64(\$_)')""",Linux_Shell_Pipe_to_Shell_attack108.log,Trigger: Linux Shell Pipe to Shell,Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Base64 Encoded Pipe to Shell
109,"bash -c ""bash <<< \$(perl -MMIME::Base64 -ne 'print decode_base64(\$_)' < <(echo 'dW5hbWUgLWE='))""",Linux_Shell_Pipe_to_Shell_attack109.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | System Information Discovery
110,"bash -c ""perl -MMIME::Base64 -ne 'print decode_base64(\$_)' <(echo 'dW5hbWUgLWE=') | bash""",Linux_Shell_Pipe_to_Shell_attack110.log,Trigger: Linux Shell Pipe to Shell,Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Base64 Encoded Pipe to Shell
111,"bash -c ""bash <(perl -MMIME::Base64 -ne 'print decode_base64(\$_)' < <(echo 'dW5hbWUgLWE='))""",Linux_Shell_Pipe_to_Shell_attack111.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | System Information Discovery
112,"bash -c ""bash<<<\$(echo 'dW5hbWUgLWE='|perl -MMIME::Base64 -ne 'print decode_base64(\$_)')""",Linux_Shell_Pipe_to_Shell_attack112.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | System Information Discovery
113,"bash -c ""perl -MMIME::Base64 -ne 'print decode_base64(\$_)'<<<dW5hbWUgLWE=|bash""",Linux_Shell_Pipe_to_Shell_attack113.log,Trigger: Linux Shell Pipe to Shell,Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Base64 Encoded Pipe to Shell
114,"bash -c ""bash< <(echo 'dW5hbWUgLWE='|perl -MMIME::Base64 -ne 'print decode_base64(\$_)')""",Linux_Shell_Pipe_to_Shell_attack114.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | System Information Discovery
115,"bash -c ""bash <(echo 'dW5hbWUgLWE='|perl -MMIME::Base64 -ne 'print decode_base64(\$_)')""",Linux_Shell_Pipe_to_Shell_attack115.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | System Information Discovery
116,"bash -c ""perl -MMIME::Base64 -ne 'print decode_base64(\$_)' < <(echo dW5hbWUgLWE=) | bash""",Linux_Shell_Pipe_to_Shell_attack116.log,Trigger: Linux Shell Pipe to Shell,Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Base64 Encoded Pipe to Shell
117,"bash -c ""bash<<<\$(perl -MMIME::Base64 -ne 'print decode_base64(\$_)'< <(echo dW5hbWUgLWE=))""",Linux_Shell_Pipe_to_Shell_attack117.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | System Information Discovery
118,"bash -c ""bash < <(perl -MMIME::Base64 -ne 'print decode_base64(\$_)'< <(echo dW5hbWUgLWE=))""",Linux_Shell_Pipe_to_Shell_attack118.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | System Information Discovery
119,"bash -c ""perl -MMIME::Base64 -ne 'print decode_base64(\$_)'<<<'dW5hbWUgLWE='|bash""",Linux_Shell_Pipe_to_Shell_attack119.log,Trigger: Linux Shell Pipe to Shell,Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Base64 Encoded Pipe to Shell
120,"bash -c ""bash<<<\$(echo dW5hbWUgLWE=|perl -MMIME::Base64 -ne 'print decode_base64(\$_)')""",Linux_Shell_Pipe_to_Shell_attack120.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | System Information Discovery
121,"bash -c ""perl -MMIME::Base64 -ne 'print decode_base64(\$_)'< <(echo 'dW5hbWUgLWE=')|bash""",Linux_Shell_Pipe_to_Shell_attack121.log,Trigger: Linux Shell Pipe to Shell,Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Base64 Encoded Pipe to Shell
122,"bash -c ""bash <(perl -MMIME::Base64 -ne 'print decode_base64(\$_)'<<<'dW5hbWUgLWE=')""",Linux_Shell_Pipe_to_Shell_attack122.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | System Information Discovery
123,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | bash #2130706433""",Linux_Shell_Pipe_to_Shell_attack123.log,Trigger: Linux Shell Pipe to Shell,Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Base64 Encoded Pipe to Shell
124,"bash -c ""perl -MMIME::Base64 -e 'print decode_base64(\""dW5hbWUgLWE=\"")' | bash #address=2130706433""",Linux_Shell_Pipe_to_Shell_attack124.log,Trigger: Linux Shell Pipe to Shell,Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Base64 Encoded Pipe to Shell
125,"bash -c ""ping -c1 2130706433 && echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | bash""",Linux_Shell_Pipe_to_Shell_attack125.log,Trigger: Linux Shell Pipe to Shell,Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Base64 Encoded Pipe to Shell
126,"bash -c ""echo 'address=2130706433' > /dev/null; echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | bash""",Linux_Shell_Pipe_to_Shell_attack126.log,Trigger: Linux Shell Pipe to Shell,Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Base64 Encoded Pipe to Shell
127,"bash -c ""printf 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | bash #2130706433""",Linux_Shell_Pipe_to_Shell_attack127.log,Trigger: Linux Shell Pipe to Shell,Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Base64 Encoded Pipe to Shell
128,"bash -c ""base64 -d <<< 'dW5hbWUgLWE=' | bash #address=2130706433""",Linux_Shell_Pipe_to_Shell_attack128.log,Trigger: Linux Shell Pipe to Shell,Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
129,"bash -c ""perl -MMIME::Base64 -ne 'print decode_base64(\$_)' <<< 'dW5hbWUgLWE=' | bash #recoded IP""",Linux_Shell_Pipe_to_Shell_attack129.log,Trigger: Linux Shell Pipe to Shell,Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Base64 Encoded Pipe to Shell
130,"bash -c ""ip a | grep 2130706433; echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | bash""",Linux_Shell_Pipe_to_Shell_attack130.log,Trigger: Linux Shell Pipe to Shell,System Network Discovery - Linux | Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell
131,"bash -c ""dig -x 2130706433 && perl -MMIME::Base64 -ne 'print decode_base64(\$_)' <<< 'dW5hbWUgLWE=' | bash""",Linux_Shell_Pipe_to_Shell_attack131.log,Trigger: Linux Shell Pipe to Shell,Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Base64 Encoded Pipe to Shell
132,"bash -c ""PERL5OPT=-MMIME::Base64 perl -e 'print decode_base64(\""dW5hbWUgLWE=\"")' | bash""",Linux_Shell_Pipe_to_Shell_attack132.log,Trigger: Linux Shell Pipe to Shell,Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Base64 Encoded Pipe to Shell
133,"bash -c ""perl -e 'print scalar reverse(\""dW5hbWUgLWE=\"")' | rev | base64 -d | bash""",Linux_Shell_Pipe_to_Shell_attack133.log,Trigger: Linux Shell Pipe to Shell,Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
134,"bash -c ""perl -MMIME::Base64 -e 'print decode_base64(\""dW5hbWUgLWE=\"")' | bash #@2130706433""",Linux_Shell_Pipe_to_Shell_attack134.log,Trigger: Linux Shell Pipe to Shell,Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Base64 Encoded Pipe to Shell
135,"bash -c ""echo 'dW5hbWUgLWE=' > /tmp/.x && perl -MMIME::Base64 -ne 'print decode_base64(\$_)' /tmp/.x | bash""",Linux_Shell_Pipe_to_Shell_attack135.log,Trigger: Linux Shell Pipe to Shell,Syslog Clearing or Removal Via System Utilities | System Information Discovery | Execution Of Script Located In Potentially Suspicious Directory | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell
136,"bash -c ""printf 'dW5hbWUgLWE=' | base64 -d | bash #ip-int""",Linux_Shell_Pipe_to_Shell_attack136.log,Trigger: Linux Shell Pipe to Shell,Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
137,"bash -c ""dig +short -x 2130706433 && base64 -d <<< dW5hbWUgLWE= | bash""",Linux_Shell_Pipe_to_Shell_attack137.log,Trigger: Linux Shell Pipe to Shell,Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
138,"bash -c ""set -- 2130706433 && echo \$1 | xargs -I{} echo {} | perl -MMIME::Base64 -ne 'print decode_base64(\""dW5hbWUgLWE=\"")' | bash""",Linux_Shell_Pipe_to_Shell_attack138.log,Trigger: Linux Shell Pipe to Shell,Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Base64 Encoded Pipe to Shell
139,"bash -c ""base64 -d <<<'dW5hbWUgLWE=' | bash #recoded-IP""",Linux_Shell_Pipe_to_Shell_attack139.log,Trigger: Linux Shell Pipe to Shell,Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
140,"bash -c ""HOST=2130706433 && ping -c1 \$HOST && echo 'dW5hbWUgLWE=' | base64 -d | bash""",Linux_Shell_Pipe_to_Shell_attack140.log,Trigger: Linux Shell Pipe to Shell,Syslog Clearing or Removal Via System Utilities | System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
,,,,
,,,,
=== SUMMARY REPORT ===,,,,
Calculation Base (Source: All Commands),,,,
Total Meaningful Logs (Denominator),140,,,
Triggered Target (Detections),65,,,
Bypass Logs (Numerator),74,,,
BYPASS RATE (Bypass/Meaningful),74 / 140 (52.86%),,,
,,,,
--- DETAILS (From raw scan) ---,,,,
  > Bypass All (Raw),0,,,
  > Bypass Target Rule (Raw),74,,,
Missing/Not Run,1,,,
